BookYear,WeathDate,WeathTime,NestArea,CurrentTemp,MinTemp,MaxTemp,MinWind,AvgWind,MaxWind,WindDirection,CloudCover,CloudThickness,Precipitation,BoatCount,Comment,EntryBy,EntryDate,ModBy,ModDate,WeatherSeq,FieldEntry
1990,1990-12-14,08:00:00,,17,4,20,2.2,,4,SSW,0,,0,,,GAR,10/31/2011,,,1332,
1990,1990-12-15,08:00:00,,16,14,22,3.6,,8.9,S  ,1,THIN    ,0,,"General Comments:  LIGHT CLOUDS TO THE ENE            Comments on yesterday:  WIND SWITCHED MID-MORNING TO S, AFT TO NE (ONSHORE) COOL WND",GAR,10/31/2011,,,1333,
1990,1990-12-16,08:30:00,,19,11,20,0.9,,3.1,N  ,0,,0,,General Comments:  CLOUDS TO N AND NE                 Comments on yesterday:  WIND 5-10 SSE CLEAR                                         ,GAR,10/31/2011,,,1334,
1990,1990-12-17,08:15:00,,19,12,27,,,,N  ,0,,5,,"General Comments:  BREEZE (??)                        Comments on yesterday:  WIND 5-10 NNE, WARM, NIGHT:THNDERSTRM+BRIEF HEAVY DOWNPOUR  ",,,,,1335,
1990,1990-12-18,08:25:00,,25,12,25,1.8,,4.5,W  ,1,,0,,,GAR,10/31/2011,,,1336,
1990,1990-12-19,08:15:00,,24,15,31,0.9,,3.1,SW ,8,,0,,,GAR,10/31/2011,,,1337,
1990,1990-12-20,08:00:00,,26,14,26,3.6,,,W  ,1,,0,,,GAR,10/31/2011,,,1338,
1990,1990-12-21,08:30:00,,20,13,28,4,,5.8,WSW,0,,0,,,GAR,10/31/2011,,,1339,
1990,1990-12-22,08:00:00,,17,12,21,3.6,,4.9,W  ,0,,0,,,GAR,10/31/2011,,,1340,
1990,1990-12-23,08:00:00,,21,10,25,,,,,0,,0,,"General Comments:  DEAD CALM                          Comments on yesterday:  LIGHT ONSHORE BREEZE 2-6,  COOL                             ",GAR,10/31/2011,,,1341,
1990,1990-12-24,08:30:00,,21,11,23,0.9,,1.8,NW ,5,,0,,General Comments:  HIGH CLOUDS                        Comments on yesterday:  LIGHT ONSHORE BREEZE 2-6                                    ,GAR,10/31/2011,,,1342,
1990,1990-12-25,08:00:00,,27,16,27,1.3,,2.2,WSW,1,,0,,"General Comments:  HIGH CLOUDS                        Comments on yesterday:  ONSHORE BREEZE 2-4, CLEAR,SOME HIGH THIN CLOUDS             ",GAR,10/31/2011,,,1343,
1990,1990-12-26,08:30:00,,21,16,29,3.1,,5.4,W  ,6,THICK   ,0,,"General Comments:  HIGH THICK CLOUDS                  Comments on yesterday:  CLEAR WARM (29) IN MORN, THEN COOLER WITH LIGHT ONSHORE 1-4 ",GAR,10/31/2011,,,1344,
1990,1990-12-27,08:00:00,,15,13,29,2.2,,3.6,SW ,6,,0,,General Comments:  HIGH CLOUDS                        Comments on yesterday:  WINDY WSW WITH STRONG GUSTS FROM MID MORN TO 1600           ,GAR,10/31/2011,,,1345,
1990,1990-12-28,,,,,,,,,,,,,,General Comments:  MISSED DAY;VERY WINDY E AFT        ,,,,,1346,
1990,1990-12-29,09:30:00,,23,6,25,3.6,,5.4,N  ,0,,0,,,GAR,10/31/2011,,,1347,
1990,1990-12-30,08:20:00,,27,13,27,1.3,,2.7,SW ,0,,0,,,GAR,10/31/2011,,,1348,
1990,1990-12-31,09:00:00,,27,15,30,1.3,,4,SW ,1,,0,,"General Comments:  CLOUDS LOW ON E                    Comments on yesterday:  HOT,CLEAR, LIGHT WINDS                                      ",GAR,10/31/2011,,,1349,
1990,1991-01-01,,,,15,29,,,,,,,,,General Comments:  MISSED DAY;WERE IN TOWN            Comments on yesterday:  HOT AND CLEAR                                               ,,,,,1350,
1990,1991-01-02,08:30:00,,22,16,27,3.1,,4.5,W  ,0,,0,,,GAR,10/31/2011,,,1351,
1990,1991-01-03,08:00:00,,22,16,27,1.8,,4,W  ,0,,0,,,GAR,10/31/2011,,,1352,
1990,1991-01-04,08:00:00,,22,11,25,0.9,,,SW ,0,,0,,,GAR,10/31/2011,,,1353,
1990,1991-01-05,08:00:00,,18,15,28,0.9,,,SW ,8,MED     ,0,,"General Comments:  MEDIUM HIGH                        Comments on yesterday:  LITTLE WIND, WARM, CLEAR                                    ",GAR,10/31/2011,,,1354,
1990,1991-01-06,08:00:00,,17,8,30,1.3,,2.7,NW ,1,,2.5,,,GAR,10/31/2011,,,1355,
1990,1991-01-07,08:00:00,,22,14,28,2.7,,5.4,W  ,1,THIN    ,0,,"General Comments:  THIN CLOUDS LOW ON NE              Comments on yesterday:  WINDY, COOL, SOME CLOUDS                                    ",GAR,10/31/2011,,,1356,
1990,1991-01-08,08:30:00,,18,17,33,1.3,,4,SW ,8,,0,,"General Comments:  LOW DARK CLOUDS, LOOKS LIKE RAIN   Comments on yesterday:  SOME WIND, HOT, PARTLY CLOUDY                               ",GAR,10/31/2011,,,1357,
1990,1991-01-09,08:00:00,,20,12,25,0.9,,,W  ,0,,0,,,GAR,10/31/2011,,,1358,
1990,1991-01-10,08:00:00,,26,15,32,,,,,0,,0,,,GAR,10/31/2011,,,1359,
1990,1991-01-11,08:00:00,,23,23,33,0.9,,,SW ,1,THIN    ,0,,General Comments:  THIN                               ,GAR,10/31/2011,,,1360,
1990,1991-01-12,08:00:00,,29,17,29,,,,,1,,0,,,GAR,10/31/2011,,,1361,
1990,1991-01-13,08:00:00,,30,22,30,0.9,,1.8,SW ,0,,0,,,GAR,10/31/2011,,,1362,
1990,1991-01-14,08:15:00,,18,13,30,3.6,,4.5,S  ,0,,0,,,GAR,10/31/2011,,,1363,
1990,1991-01-15,08:00:00,,,,,2.7,,5.4,SW ,2,,0,,General Comments:  HIGH  WEATHER BOX BLEW DOWN YEST   Comments on yesterday:  VERY WINDY AND COLD IN AFT AND EVE                          ,GAR,10/31/2011,,,1364,
1990,1991-01-16,08:15:00,,16,8,21,0.9,,,W  ,5,THIN    ,0,,"General Comments:  THIN                               Comments on yesterday:  VERY WINDY, COOL TO COLD, CLOUDY                            ",GAR,10/31/2011,,,1365,
1990,1991-01-17,10:00:00,,23,11,23,0.9,,2.2,N  ,0,,0,,"General Comments:  NOT CONSTANT                       Comments on yesterday:  SOME WIND, COOL                                             ",GAR,10/31/2011,,,1366,
1990,1991-01-18,08:15:00,,21,16,26,,,,SW ,0,,,,,,,,,1367,
1990,1991-01-19,08:20:00,,24,12,29,0.9,,2.7,SW ,1,THIN    ,0,,"General Comments:  VERY THIN CLOUDS                   Comments on yesterday:  WARM WIND (W) BEGAN 1000 COOL IN EVE, HEAVY CLDS W AT DUSK  ",GAR,10/31/2011,,,1368,
1990,1991-01-20,08:50:00,,16,15,28,3.1,,4.5,W  ,8,,0,,,GAR,10/31/2011,,,1369,
1990,1991-01-21,08:00:00,,17,14,29,4.5,,9.4,W  ,0,,0,,,GAR,10/31/2011,,,1370,
1990,1991-01-22,08:00:00,,20,16,29,4,,6.7,W  ,6,THICK   ,0,,"General Comments:  THICK                              Comments on yesterday:  WINDY,COOL, PARTLY CLOUDY                                   ",GAR,10/31/2011,,,1371,
1990,1991-01-23,08:20:00,,16,16,32,0.9,,1.8,S  ,8,THICK   ,0,,"General Comments:  THICK CLOUDS, FINE DRIZZLE         ",GAR,10/31/2011,,,1372,
1990,1991-01-24,08:00:00,,20,12,20,1.3,,3.1,W  ,3,,0,,"General Comments:  HIGH                               Comments on yesterday:  SOME WIND, SUNNY COOL                                       ",GAR,10/31/2011,,,1373,
1990,1991-01-25,08:00:00,,24,18,32,0.9,,2.2,W  ,0,,0,,,GAR,10/31/2011,,,1374,
1990,1991-01-26,08:00:00,,26,17,29,0.9,,2.2,SW ,1,,0,,"General Comments:  HIGH                               Comments on yesterday:  SOME WIND, HOT, VERY HOT IN AFT                             ",GAR,10/31/2011,,,1375,
1990,1991-01-27,08:00:00,,19,19,31,2.2,,3.6,S  ,6,THICK   ,0,,"General Comments:  LOW THICK                          Comments on yesterday:  LITTLE WIND, VERY HOT                                       ",GAR,10/31/2011,,,1376,
1990,1991-01-28,08:00:00,,14,14,21,5.8,,6.7,S  ,8,,0,,General Comments:  STILL RAINING                      Comments on yesterday:  MORN: RAIN (TR)                                             ,GAR,10/31/2011,,,1377,
1990,1991-01-29,08:15:00,,14,8,15,0.9,,1.3,S  ,0,,5,,,,,,,1378,
1990,1991-01-30,08:00:00,,15,12,20,0.9,,1.8,W  ,6,THICK   ,0,,"General Comments:  LOW THICK                          Comments on yesterday:  MOD WIND, COOL TO COLD, PARTLY CLOUDY                       ",GAR,10/31/2011,,,1379,
1990,1991-02-01,09:40:00,,19,12,25,0.9,,1.8,N  ,6,,0,,,GAR,10/31/2011,,,1380,
1990,1991-02-03,08:00:00,,23,12,34,2.2,,4.5,W  ,7,,0,,,GAR,10/31/2011,,,1381,
1990,1991-02-04,09:00:00,,18,13,33,2.2,,4.9,W  ,0,,0,,,GAR,10/31/2011,,,1382,
1990,1991-02-05,08:10:00,,17,,,1.8,,4,W  ,0,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1383,
1990,1991-02-06,08:00:00,,18,,,0.9,,1.8,N  ,8,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1384,
1990,1991-02-07,08:20:00,,22,,,0.9,,2.2,W  ,0,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1385,
1990,1991-02-08,08:00:00,,19,,,0.4,,,E  ,0,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1386,
1990,1991-02-09,07:45:00,,19,,,2.2,,3.1,N  ,8,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1387,
1990,1991-02-10,08:00:00,,18,,,3.6,,4.5,W  ,1,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1388,
1990,1991-02-11,10:00:00,,25,,,0.9,,3.1,W  ,0,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1389,
1990,1991-02-12,10:00:00,,19,,,3.6,,5.8,S  ,1,,0,,General Comments:  MAX-MIN THERM NOT CORRECTLY READ   ,GAR,10/31/2011,,,1390,
1990,1991-02-13,08:40:00,,17,,,0.4,,,E  ,2,,0,,General Comments:  HIGH CLDS S TEMP DATA INCORRECT    ,GAR,10/31/2011,,,1391,
1991,1991-09-16,,,,,,,,,,,,,,General Comments:  RAIN IN THE NIGHT                  ,,,,,1392,
1991,1991-09-18,,,,,,,,,,,,6,,General Comments:  NOT READ UNTIL 21/09/91            ,,,,,1393,
1991,1991-09-20,,,,,,,,,N  ,0,,0,,"General Comments:  STRONG WINDS, 20 MPH               ",GAR,10/31/2011,,,1394,
1991,1991-09-21,07:00:00,,,,20,,,,N  ,4,THIN    ,0,,General Comments:  THIN CLOUDS                        ,GAR,10/31/2011,,,1395,
1991,1991-09-22,08:00:00,,10,6,20,,4.5,,W  ,0,,1,,General Comments:  GUSTING WINDS                      ,,,,,1396,
1991,1991-09-23,07:57:00,,15,,18,,,,,0,,0,,General Comments:  THIN STREAK OF CLOUDS IN NW SKY    ,GAR,10/31/2011,,,1397,
1991,1991-09-24,08:00:00,,11,8,19,,3.2,,S  ,7,THIN    ,0,,General Comments:  THIN CLOUD COVER                   ,GAR,10/31/2011,,,1398,
1991,1991-09-25,08:20:00,,11,4,19,,,,,0,,0,,,GAR,10/31/2011,,,1399,
1991,1991-09-26,08:00:00,,8,2,20,,,,W  ,6,MED     ,0,,"General Comments:  SLIGHT WIND, THIN-THICK CLOUDS     ",GAR,10/31/2011,,,1400,
1991,1991-09-27,08:20:00,,11,5,15,,1.9,3.9,SW ,1,THIN    ,0,6,"General Comments:  MOSTLY CLEAR,THIN CLOUD STREAKS    
6 boats with lights off Tombo, one in bay. At 7am saw 4 boats still in area with lights.
Entered from GeeWhiz 1991, AAS July 11 2018",GAR,10/31/2011,AAS,7/11/2018,1401,
1991,1991-09-28,08:10:00,,9,6,14,,1.2,2.5,SW ,0,,0,2,"2 boats at Punta Tombo in bay, anchored.
Entered from GeeWhiz 1991, AAS July 11 2018",GAR,10/31/2011,AAS,7/11/2018,1402,
1991,1991-09-29,08:00:00,,7,4,19,,,,,8,THICK   ,0,,General Comments:  THICK CLOUDS                       ,GAR,10/31/2011,,,1403,
1991,1991-09-30,08:00:00,,5,4,19,3,,,W  ,3,,0,4,"General Comments:  0630-OCC. HAIL FOR 1/2 HR,W/GUSTS

Fishing boat (red+white small) anchored at Punta Tombo
-by nightfall 4 boats were anchored, apparently did not fish
Entered from GeeWhiz 1991, AAS July 11 2018",GAR,10/31/2011,AAS,7/11/2018,1404,
1991,1991-10-01,16:30:00,,6,2,6,,,,,8,THICK   ,0,3,"General Comments:  THICK CLOUDS, SNOW IN AM, wind direction: SW     
     
3 fishing boats still anchored at 10:30 hours. 1klt about 1700kg. 2 still anchored at nightfall.
Entered from GeeWhiz 1991, AAS July 11 2018",GAR,10/31/2011,AAS,7/11/2018,1405,
1991,1991-10-02,09:00:00,,7,0,12,,3.6,6.2,W  ,0,,11.5,,,GAR,10/28/2011,GAR,10/31/2011,1406,
1991,1991-10-03,08:50:00,,10,-2,19,,2,3.9,W  ,0,,0,,,GAR,10/31/2011,,,1407,
1991,1991-10-04,09:00:00,,12,1,13,,2.2,3.6,SW ,0,,0,,,GAR,10/31/2011,,,1408,
1991,1991-10-05,08:00:00,,11,,18,,,,,0,,0,,General Comments:  EXCELLENT MORNING                  ,GAR,10/31/2011,,,1409,
1991,1991-10-06,07:10:00,,,-1,18,,,,,0,,0,,,GAR,10/31/2011,,,1410,
1991,1991-10-07,07:18:00,,8,,28,,2.9,,W  ,2,,0,,General Comments:  MEDIUM CLOUDS                      ,GAR,10/31/2011,,,1411,
1991,1991-10-08,07:10:00,,10,,28,,4,,W  ,2,THIN    ,0,,General Comments:  THIN CLOUDS                        ,GAR,10/31/2011,,,1412,
1991,1991-10-09,07:37:00,,14,,24,,2.5,5.4,W  ,4,THIN    ,0,,General Comments:  VERY THIN CLOUDS                   ,GAR,10/31/2011,,,1413,
1991,1991-10-10,07:22:00,,12,9,,,0.9,,W  ,5,,0,,,GAR,10/31/2011,,,1414,
1991,1991-10-11,07:30:00,,10,,16,,,,,8,THICK   ,0,,"General Comments:  THICK CLOUDS, LOTS OF VOLCANIC ASH ",GAR,10/31/2011,,,1415,
1991,1991-10-12,07:30:00,,13,8,24,,2.5,12.5,NW ,1,THICK   ,0,,General Comments:  THICK CLOUDS                       ,GAR,10/31/2011,,,1416,
1991,1991-10-13,07:10:00,,10,5,24,,2.5,,W  ,1,THICK   ,0,,General Comments:  THICK CLOUDS                       ,GAR,10/31/2011,,,1417,
1991,1991-10-14,08:13:00,,10,6,12,,2.6,,SE ,7,MEDTHIN ,0,,General Comments:  THIN-MEDIUM CLOUDS                 ,GAR,10/31/2011,,,1418,
1991,1991-10-15,07:46:00,,8,7,14,,2,,E  ,8,MEDTHICK,6,,General Comments:  MEDIUM-THICK CLOUDS                ,,,,,1419,
1991,1991-10-16,08:30:00,,12,4,19,,2.3,,NW ,,,0,,,GAR,10/31/2011,,,1420,
1991,1991-10-17,07:10:00,,13,11,26,,4.4,9,W  ,6,MEDTHICK,0,,General Comments:  MEDIUM-THICK CLOUDS                ,GAR,10/31/2011,,,1421,
1991,1991-10-18,07:52:00,,15,9,19,,1.9,,SW ,1,MED     ,0,,"General Comments:  SUNNY, HAZY, VOLCANIC ASH,MED CLOUD",GAR,10/31/2011,,,1422,
1991,1991-10-19,06:30:00,,6,4,14,,2.4,,SW ,0,,0,,"General Comments:  SUNNY, HAZY, VOLCANIC ASH          ",GAR,10/31/2011,,,1423,
1991,1991-10-20,07:50:00,,11,7,21,,5,7.9,NW ,3,THIN    ,0,,General Comments:  VERY THIN CLOUDS                   ,GAR,10/31/2011,,,1424,
1991,1991-10-21,08:14:00,,14,8,21,,3.2,,W  ,0,,0,,,GAR,10/31/2011,,,1425,
1991,1991-10-22,08:00:00,,15,5,25,,2,,W  ,0,,0,,,GAR,10/31/2011,,,1426,
1991,1991-10-23,08:02:00,,13,8,25,,1.4,,SE ,0,,0,,,GAR,10/31/2011,,,1427,
1991,1991-10-24,07:52:00,,15,9,29,,0.9,,NW ,7,THIN    ,0,,"General Comments:  THIN CLOUDS, VERY WINDY DURING NT. ",GAR,10/31/2011,,,1428,
1991,1991-10-25,08:07:00,,16,10,28,,5.1,,W  ,0,,0,,,GAR,10/31/2011,,,1429,
1991,1991-10-26,08:10:00,,16,6,20,,0.5,,SW ,0,,0,,"General Comments:  HAZY, LOTS OF VOLCANIC ASH         ",GAR,10/31/2011,,,1430,
1991,1991-10-27,08:10:00,,18,5,22,,1,,NE ,0,,0,,,GAR,10/31/2011,,,1431,
1991,1991-10-28,08:05:00,,9,8,20,,,,,8,,0,,General Comments:  THICK FOG OR ASH? LIGHT MIST       ,GAR,10/31/2011,,,1432,
1991,1991-10-29,08:02:00,,12,9,17,,0.9,3.2,N  ,8,,0,,General Comments:  A LITTLE RAIN DURING NIGHT         ,GAR,10/31/2011,,,1433,
1991,1991-10-30,07:00:00,,10,10,29,1.3,,,N  ,8,,0,,"General Comments:  MISTING ALL NIGHT,CONT INTO DAY    ",GAR,10/31/2011,,,1434,
1991,1991-11-06,08:05:00,,12,7,15,1.9,2.4,2.9,SE ,4,THIN    ,0,,"General Comments:  VERY THIN CLOUDS,SKY 1/2 HAZY      Comments on yesterday:  02/11-05/11 WARM (MIN=7, MAX=28.5)                          ",GAR,10/31/2011,,,1435,
1991,1991-11-07,07:58:00,,10,9,19,,2,6,N  ,8,THICK   ,0,,General Comments:  THICK CLOUDS                       ,GAR,10/31/2011,,,1436,
1991,1991-11-08,07:57:00,,18,11,23,,0.8,,SE ,5,MEDTHIN ,0,,"General Comments:  THIN-MED CLDS, SOME BLUE SKY       ",GAR,10/31/2011,,,1437,
1991,1991-11-09,07:58:00,,20,4,22,,0.9,,W  ,6,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1438,
1991,1991-11-10,07:56:00,,14,7,16,,3,,S  ,0,,0,,General Comments:  HAZY                               ,GAR,10/31/2011,,,1439,
1991,1991-11-11,08:00:00,,15,6,21,,2,5,NW ,0,,0,,General Comments:  WIND SHIFTING DIRECTIONS           ,GAR,10/31/2011,,,1440,
1991,1991-11-12,07:58:00,,21,7,23,,0.8,,NE ,1,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1441,
1991,1991-11-13,09:28:00,,23,10,25,,2.4,,S  ,4,THIN    ,0,,"General Comments:  HAZY, VERY THIN CLDS               ",GAR,10/31/2011,,,1442,
1991,1991-11-14,07:55:00,,25,11,35,,3.5,7.2,SW ,4,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1443,
1991,1991-11-15,08:28:00,,26,14,33,,2.5,,SW ,5,THIN    ,0,,"General Comments:  VERY THIN CLDS, HAZY, GUSTY        ",GAR,10/31/2011,,,1444,
1991,1991-11-16,09:00:00,,22,13,24,,1.9,,SE ,2,THIN    ,0,,"General Comments:  VERY THIN CLDS,SOME HAZE TO THE E  ",GAR,10/31/2011,,,1445,
1991,1991-11-17,08:00:00,,24,8,30,,3.2,,W  ,2,THIN    ,,,General Comments:  VERY THIN CLDS                     ,,,,,1446,
1991,1991-11-18,08:07:00,,15,10,22,,5.3,13,S  ,1,THIN    ,2,,"General Comments:  VERY THIN CLDS, HAZY               ",GAR,10/31/2011,,,1447,
1991,1991-11-19,08:38:00,,18,5,20,,0.8,,N  ,7,MEDTHICK,0,,General Comments:  MED-THICK CLDS                     ,GAR,10/31/2011,,,1448,
1991,1991-11-20,08:10:00,,19,12,32,,1.1,,SW ,8,THICK   ,0,,"General Comments:  THICK CLDS, SHIFTING WINDS         ",GAR,10/31/2011,,,1449,
1991,1991-11-21,07:55:00,,20,14,31,,3,,SW ,5,MED     ,0,,General Comments:  MED CLOUDS                         ,GAR,10/31/2011,,,1450,
1991,1991-11-22,08:14:00,,19,10,32,,1,,W  ,7,MEDTHICK,0,,General Comments:  MED-THICK CLDS                     ,GAR,10/31/2011,,,1451,
1991,1991-11-23,07:30:00,,15,11,19,,3.2,,SW ,3,THICK   ,0,,General Comments:  THICK CLDS                         Comments on yesterday:  STRONG WESTERLIES ALL AFTERNOON                             ,GAR,10/31/2011,,,1452,
1991,1991-11-24,07:55:00,,19,6,25,,2,,W  ,1,THIN    ,0,,General Comments:  THIN CLDS                          Comments on yesterday:  FEW RAIN SHOWERS                                            ,GAR,10/31/2011,,,1453,
1991,1991-11-25,08:10:00,,19,2,22,,2.2,,E  ,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1454,
1991,1991-11-26,07:50:00,,21,11,25,,5,,N  ,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1455,
1991,1991-11-27,08:22:00,,22,13,31,,3.5,9,SW ,0,,0,,"General Comments:  SHIFTING,GUSTY WINDS               ",GAR,10/31/2011,,,1456,
1991,1991-11-28,09:15:00,,26,10,31,,2.6,,W  ,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1457,
1991,1991-11-29,09:17:00,,20,11,27,,3.8,,S  ,2,THIN    ,0,,General Comments:  THIN CLDS                          Comments on yesterday:  SOME RAIN YESTERDAY AFTERNOON                               ,GAR,10/31/2011,,,1458,
1991,1991-11-30,08:37:00,,22,9,30,,1.8,,N  ,5,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1459,
1991,1991-12-01,07:52:00,,23,12,30,,2.8,,SW ,1,THIN    ,0,,"General Comments:  VERY THIN CLDS, SOME HAZE          ",GAR,10/31/2011,,,1460,
1991,1991-12-02,07:55:00,,29,12,29,,0.8,,N  ,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1461,
1991,1991-12-03,06:55:00,,28,13,31,,1.3,,S  ,2,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1462,
1991,1991-12-04,09:20:00,,24,18,32,,4.8,6.5,W  ,8,MED     ,0,,General Comments:  MED CLDS                           ,GAR,10/31/2011,GAR,10/31/2011,1463,
1991,1991-12-05,07:50:00,,23,11,28,,3.5,,W  ,1,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1464,
1991,1991-12-06,08:00:00,,18,10,24,,5.3,10.4,W  ,0,,0,,,GAR,10/31/2011,GAR,10/31/2011,1465,
1991,1991-12-07,10:18:00,,21,11,27,,3.4,6.7,W  ,5,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,GAR,10/31/2011,1466,
1991,1991-12-08,08:05:00,,18,8,18,,2.3,,SE ,0,,0,,General Comments:  HAZY                               ,GAR,10/31/2011,,,1467,
1991,1991-12-09,09:35:00,,14,11,13,,3.7,,E  ,8,,1,,"General Comments:  RAINED FROM 1000-1700, 38MM        ",,,,,1468,
1991,1991-12-10,06:55:00,,12,9,,,,,S  ,8,THICK   ,38,,General Comments:  THICK CLDS                         ,,,,,1469,
1991,1991-12-13,12:05:00,,15,,23,,5.3,,S  ,7,THICK   ,104,,"General Comments:  THICK CLDS, MISSED 2 DAYS          Comments on yesterday:  11&12/12,MIN=5,MAX=24,32MM IN GAUGE,ADDL-SEE BOOK,MISSED 2 D",,,,,1470,
1991,1991-12-14,07:50:00,,22,9,27,,2.2,,W  ,0,,0,,General Comments:  TRACE OF RAIN                      ,GAR,10/31/2011,,,1471,
1991,1991-12-15,08:00:00,,27,10,28,,2.5,,W  ,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1472,
1991,1991-12-16,06:30:00,,14,7,21,,3.6,,W  ,0,,1,,,,,,,1473,
1991,1991-12-17,06:30:00,,11,10,20,,3.3,,W  ,7,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1474,
1991,1991-12-18,07:00:00,,13,8,20,,1.5,,SW ,5,,16.5,,General Comments:  RAIN BEGAN ABOUT 2130 LAST NIGHT   ,GAR,10/28/2011,,,1475,
1991,1991-12-19,06:40:00,,20,10,26,,2.4,,W  ,3,MED     ,0,,"General Comments:  MED CLDS, SPRINKLES OFF & ON       ",GAR,10/31/2011,,,1476,
1991,1991-12-20,07:05:00,,15,12,26,,,,,7,MEDTHIN ,0,,General Comments:  THIN-MED CLDS                      ,GAR,10/31/2011,,,1477,
1991,1991-12-21,07:50:00,,26,11,30,,4,,S  ,1,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1478,
1991,1991-12-22,08:25:00,,29,13,29,,3.4,6.8,W  ,2,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,GAR,10/31/2011,1479,
1991,1991-12-23,08:20:00,,21,11,24,,5.7,9.6,W  ,1,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1480,
1991,1991-12-24,07:55:00,,18,9,25,,1.6,,SW ,0,,0,,,GAR,10/31/2011,,,1481,
1991,1991-12-25,09:00:00,,24,7,32,,2,,W  ,1,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1482,
1991,1991-12-26,09:20:00,,31,9,32,,2.1,,W  ,7,MED     ,0,,General Comments:  MED CLDS                           ,GAR,10/31/2011,,,1483,
1991,1991-12-27,07:20:00,,32,12,35,,,,,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1484,
1991,1991-12-28,08:05:00,,21,13,27,,1.4,,SW ,3,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1485,
1991,1991-12-29,08:05:00,,16,11,29,,3.2,,W  ,7,THICK   ,0,,General Comments:  THICK CLDS                         ,GAR,10/31/2011,,,1486,
1991,1991-12-30,08:55:00,,19,10,22,,1.9,,E  ,0,,0,,,GAR,10/31/2011,,,1487,
1991,1991-12-31,08:15:00,,19,11,22,,2,,S  ,0,,0,,,GAR,10/31/2011,,,1488,
1991,1992-01-01,07:40:00,,20,13,22,,1.1,,N  ,7,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1489,
1991,1992-01-02,08:50:00,,16,14,22,,0.9,,N  ,8,THICK   ,0,,General Comments:  THICK                              ,GAR,10/31/2011,,,1490,
1991,1992-01-03,07:50:00,,21,13,25,,0.3,,N  ,5,THIN    ,0,,General Comments:  VERY THIN CLDS                     ,GAR,10/31/2011,,,1491,
1991,1992-01-04,08:20:00,,25,15,31,,1.5,,SW ,1,THIN    ,0,,General Comments:  THIN CLDS                          ,GAR,10/31/2011,,,1492,
1991,1992-01-05,07:45:00,,21,12,30,,1.8,,SW ,0,,0,,,GAR,10/31/2011,,,1493,
1991,1992-01-06,08:25:00,,20,11,32,,2.7,7.1,W  ,0,,0,,,GAR,10/31/2011,,,1494,
1991,1992-01-07,20:00:00,,18,14,,,,,,6,MED     ,0,,General Comments:  MED CLDS                           ,GAR,10/31/2011,,,1495,
1991,1992-01-08,07:14:00,,17,14,25,,2,,W  ,7,MED     ,0,,General Comments:  MED CLDS                           ,GAR,10/31/2011,,,1496,
1991,1992-01-09,08:20:00,,20,13,24,,3.1,,S  ,1,THIN    ,1,,General Comments:  THIN CLDS                          ,,,,,1497,
1991,1992-01-10,08:00:00,,20,13,32,,1.6,,W  ,6,MED     ,0,,General Comments:  MED CLDS                           ,GAR,10/31/2011,,,1498,
1991,1992-01-11,09:10:00,,26,16,27,,3,,S  ,0,,,,General Comments:  A BIT HAZY                         ,,,,,1499,
